product_name,current_category,layer_1_score,layer_1_category,layer_2_score,layer_2_category,web_sources,web_agree_count,web_consensus_category,web_consensus_time,layer_3_score,layer_3_category,conflict_level,final_category,final_confidence,confidence_band,mapping_status,reason,revenue_weight
VELLANKI KAKARAKAYA CHIPS 150G,<NA>,40,Snacks,85,Beverages,synthetic: brand consensus; query: VELLANKI KAKARAKAYA CHIPS 150G brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Snacks:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0113
FLAX SEEDS KGS FLYBERRY,<NA>,40,Snacks,85,Breakfast,synthetic: brand consensus; query: FLAX SEEDS KGS FLYBERRY brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Snacks:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0111
AMUL FRUIT N NUT CHOCOLATE ILU 150g,fruits,40,Confectionery,85,Breakfast,synthetic: brand consensus; query: AMUL FRUIT N NUT CHOCOLATE ILU 150g brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.011
GREEK YOGHURT 100g MILKY MIST,<NA>,40,Dairy,85,Beverages,synthetic: brand consensus; query: GREEK YOGHURT 100g MILKY MIST brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0109
RAISIN N ALMOND 150G CHOCOLATE AMUL,<NA>,40,Confectionery,85,Breakfast,synthetic: brand consensus; query: RAISIN N ALMOND 150G CHOCOLATE AMUL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0108
YOGURT MANGO 90g AKSHAYA KALPA,fruits,40,Dairy,85,Beverages,synthetic: brand consensus; query: YOGURT MANGO 90g AKSHAYA KALPA brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0102
BITTER CHOCOLATE 150g AMUL,vegetables,40,Confectionery,85,Breakfast,synthetic: brand consensus; query: BITTER CHOCOLATE 150g AMUL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0094
FLAX SEED OIL 1L MESMARA,<NA>,40,Home Care,85,Personal Care,synthetic: brand consensus; query: FLAX SEED OIL 1L MESMARA brand category India,0,,,75,Personal Care,low,Personal Care,73.21,LOW,AMBIGUOUS,"Keyword→Home Care:40, Web→Personal Care:85, Brand/Price→Personal Care:75",0.0094
GREEK YOGURT MIXED BERRY ZERO ADDED SUGAR 120g EPIGAMIA,fruits,40,Dairy,85,Beverages,synthetic: brand consensus; query: GREEK YOGURT MIXED BERRY ZERO ADDED SUGAR 120g EPIGAMIA brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0092
MILK SHAKE VANILLA 180ML MILKY MIST,juices,40,Dairy,85,Beverages,synthetic: brand consensus; query: MILK SHAKE VANILLA 180ML MILKY MIST brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0091
SKYR YOGHURT 100g MILKYMIST,<NA>,40,Dairy,85,Beverages,synthetic: brand consensus; query: SKYR YOGHURT 100g MILKYMIST brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.009
XTRA 200g JAR CONTINENTAL,<NA>,40,Home Care,85,Personal Care,synthetic: brand consensus; query: XTRA 200g JAR CONTINENTAL brand category India,0,,,75,Personal Care,low,Personal Care,73.21,LOW,AMBIGUOUS,"Keyword→Home Care:40, Web→Personal Care:85, Brand/Price→Personal Care:75",0.0087
COFFEE XTRA 100g JAR INSTANT SOUTH BLEND CONTINENTAL,<NA>,40,Beverages,85,Breakfast,synthetic: brand consensus; query: COFFEE XTRA 100g JAR INSTANT SOUTH BLEND CONTINENTAL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Beverages:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0086
GREEK YOGURT STRAWBERRY ZERO ADD SUGAR 120g EPIGAMIA,fruits,40,Dairy,85,Beverages,synthetic: brand consensus; query: GREEK YOGURT STRAWBERRY ZERO ADD SUGAR 120g EPIGAMIA brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0085
ORGANIC- CHEESE SLICES AKSHAYAKALPA,<NA>,40,Organic,85,Snacks,synthetic: brand consensus; query: ORGANIC- CHEESE SLICES AKSHAYAKALPA brand category India,0,,,75,Snacks,low,Snacks,73.21,LOW,AMBIGUOUS,"Keyword→Organic:40, Web→Snacks:85, Brand/Price→Snacks:75",0.0085
BELGIAN CHOCOLATE 125g AMUL,<NA>,40,Confectionery,85,Breakfast,synthetic: brand consensus; query: BELGIAN CHOCOLATE 125g AMUL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0084
TABLE BUTTER 500G HERITAGE,<NA>,40,Dairy,85,Breakfast,synthetic: brand consensus; query: TABLE BUTTER 500G HERITAGE brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0083
ALMONDO 200g CHOCOLATE AMUL,<NA>,40,Confectionery,85,Breakfast,synthetic: brand consensus; query: ALMONDO 200g CHOCOLATE AMUL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0082
CHEESE SLICES 100g HERITAGE,<NA>,40,Dairy,85,Beverages,synthetic: brand consensus; query: CHEESE SLICES 100g HERITAGE brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0082
CHEESE EASY OPEN CHIPLET CUBES 60X8X25g AMUL,<NA>,40,Dairy,85,Snacks,synthetic: brand consensus; query: CHEESE EASY OPEN CHIPLET CUBES 60X8X25g AMUL brand category India,0,,,75,Snacks,low,Snacks,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Snacks:85, Brand/Price→Snacks:75",0.008
BITTER CHOCOLATE 150g 90% BITTER AMUL,vegetables,40,Confectionery,85,Breakfast,synthetic: brand consensus; query: BITTER CHOCOLATE 150g 90% BITTER AMUL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0079
DARK CHOCOLATE 150g AMUL,<NA>,40,Confectionery,85,Breakfast,synthetic: brand consensus; query: DARK CHOCOLATE 150g AMUL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0079
APPLE JUICE,juices,40,Beverages,85,Breakfast,synthetic: brand consensus; query: APPLE JUICE brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Beverages:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0078
CHEESE SLICES 200g HERITAGE,<NA>,40,Dairy,85,Breakfast,synthetic: brand consensus; query: CHEESE SLICES 200g HERITAGE brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0076
MALGUDI FILTER COFFEE 500g 60 DEGREE CONTINENTAL,<NA>,40,Beverages,85,Dairy,synthetic: brand consensus; query: MALGUDI FILTER COFFEE 500g 60 DEGREE CONTINENTAL brand category India,0,,,75,Dairy,low,Dairy,73.21,LOW,AMBIGUOUS,"Keyword→Beverages:40, Web→Dairy:85, Brand/Price→Dairy:75",0.0071
FLYBERRY SPICE OKRA CHIPS 25g,vegetables,40,Snacks,85,Beverages,synthetic: brand consensus; query: FLYBERRY SPICE OKRA CHIPS 25g brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Snacks:40, Web→Beverages:85, Brand/Price→Beverages:75",0.007
BARNYARD MILLET UDALU 500G,<NA>,40,Confectionery,85,Beverages,synthetic: brand consensus; query: BARNYARD MILLET UDALU 500G brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0067
JIVIKA COLD PRESSED SAFFLOWER OIL 1LTR,<NA>,40,Home Care,85,Personal Care,synthetic: brand consensus; query: JIVIKA COLD PRESSED SAFFLOWER OIL 1LTR brand category India,0,,,75,Personal Care,low,Personal Care,73.21,LOW,AMBIGUOUS,"Keyword→Home Care:40, Web→Personal Care:85, Brand/Price→Personal Care:75",0.0064
MALGUDI COFFEE 500g 80 DEGREE CONTINENTAL,<NA>,40,Beverages,85,Dairy,synthetic: brand consensus; query: MALGUDI COFFEE 500g 80 DEGREE CONTINENTAL brand category India,0,,,75,Dairy,low,Dairy,73.21,LOW,AMBIGUOUS,"Keyword→Beverages:40, Web→Dairy:85, Brand/Price→Dairy:75",0.0063
GREEK CEREALS YOGHURT 100g MILKY MIST,<NA>,40,Breakfast,85,Beverages,synthetic: brand consensus; query: GREEK CEREALS YOGHURT 100g MILKY MIST brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Breakfast:40, Web→Beverages:85, Brand/Price→Beverages:75",0.006
GULAB JAM MIX 200g MILKY MIST,<NA>,40,Dairy,85,Snacks,synthetic: brand consensus; query: GULAB JAM MIX 200g MILKY MIST brand category India,0,,,75,Snacks,low,Snacks,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Snacks:85, Brand/Price→Snacks:75",0.0058
NANDA CRM BUN CHOCOLATE 60g,<NA>,40,Confectionery,85,Beverages,synthetic: brand consensus; query: NANDA CRM BUN CHOCOLATE 60g brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0058
COLD PRESSED WHITE SESAME OIL 500ML MESMARA,<NA>,40,Home Care,85,Dairy,synthetic: brand consensus; query: COLD PRESSED WHITE SESAME OIL 500ML MESMARA brand category India,0,,,75,Dairy,low,Dairy,73.21,LOW,AMBIGUOUS,"Keyword→Home Care:40, Web→Dairy:85, Brand/Price→Dairy:75",0.0055
SAMBAR PODI 100g VELLANKI FOODS,<NA>,40,Confectionery,85,Beverages,synthetic: brand consensus; query: SAMBAR PODI 100g VELLANKI FOODS brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0055
SWEET ALMOND OIL100ML MESMARA,<NA>,40,Confectionery,85,Dairy,synthetic: brand consensus; query: SWEET ALMOND OIL100ML MESMARA brand category India,0,,,75,Dairy,low,Dairy,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Dairy:85, Brand/Price→Dairy:75",0.0053
CONTINENTAL XTRA 50g JAR PLUS 25g JAR FREE SOUTH BLEND,<NA>,40,Home Care,85,Breakfast,synthetic: brand consensus; query: CONTINENTAL XTRA 50g JAR PLUS 25g JAR FREE SOUTH BLEND brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Home Care:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0047
CRUNCHY BANANA CHIPS 250g FLYBERRY,fruits,40,Snacks,85,Breakfast,synthetic: brand consensus; query: CRUNCHY BANANA CHIPS 250g FLYBERRY brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Snacks:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0047
MILK SHAKE STRAWBERRY 180ML HERITAGE,juices,40,Dairy,85,Beverages,synthetic: brand consensus; query: MILK SHAKE STRAWBERRY 180ML HERITAGE brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0047
PREMIUM FREEZE DIRED COFFEE 50gm JAR CONTINENTAL,<NA>,40,Beverages,85,Breakfast,synthetic: brand consensus; query: PREMIUM FREEZE DIRED COFFEE 50gm JAR CONTINENTAL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Beverages:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0047
AMUL PROCESSED CHEESE BLOCK200g,<NA>,40,Dairy,85,Snacks,synthetic: brand consensus; query: AMUL PROCESSED CHEESE BLOCK200g brand category India,0,,,75,Snacks,low,Snacks,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Snacks:85, Brand/Price→Snacks:75",0.0046
CHEESE CUBES 120g HERITAGE,<NA>,40,Dairy,85,Beverages,synthetic: brand consensus; query: CHEESE CUBES 120g HERITAGE brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0046
AMLA CANDY KG FLYBERRY,<NA>,40,Confectionery,85,Personal Care,synthetic: brand consensus; query: AMLA CANDY KG FLYBERRY brand category India,0,,,75,Personal Care,low,Personal Care,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Personal Care:85, Brand/Price→Personal Care:75",0.0044
MALGUDI COFFEE 200g 60 DEGREES CONTINENTAL,<NA>,40,Beverages,85,Breakfast,synthetic: brand consensus; query: MALGUDI COFFEE 200g 60 DEGREES CONTINENTAL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Beverages:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0044
NATURAL THICK CURD CUP 400g ID FRESH,<NA>,40,Dairy,85,Beverages,synthetic: brand consensus; query: NATURAL THICK CURD CUP 400g ID FRESH brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0043
POMEGRANATE SEEDS,fruits,40,Snacks,85,Beverages,synthetic: brand consensus; query: POMEGRANATE SEEDS brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Snacks:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0043
MALGUDI COFFEE 200g 80 DEGREES CONTINENTAL,<NA>,40,Beverages,85,Breakfast,synthetic: brand consensus; query: MALGUDI COFFEE 200g 80 DEGREES CONTINENTAL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Beverages:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0039
SHRIKAND MANGO 100g MILKY MIST,fruits,40,Dairy,85,Beverages,synthetic: brand consensus; query: SHRIKAND MANGO 100g MILKY MIST brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0034
SAMBAR ONION CHENNAI,vegetables,40,Confectionery,85,Beverages,synthetic: brand consensus; query: SAMBAR ONION CHENNAI brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0033
SPECIALE COFFEE 200g JAR CONTINENTAL,<NA>,40,Beverages,85,Personal Care,synthetic: brand consensus; query: SPECIALE COFFEE 200g JAR CONTINENTAL brand category India,0,,,75,Personal Care,low,Personal Care,73.21,LOW,AMBIGUOUS,"Keyword→Beverages:40, Web→Personal Care:85, Brand/Price→Personal Care:75",0.0029
Apple Milk Shake,juices,40,Dairy,85,Beverages,synthetic: brand consensus; query: Apple Milk Shake brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0028
FILTER COFFEE 150ML ID FRESH,<NA>,40,Beverages,85,Breakfast,synthetic: brand consensus; query: FILTER COFFEE 150ML ID FRESH brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Beverages:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0028
POTATO CHIPS 200G EVR,vegetables,40,Snacks,85,Beverages,synthetic: brand consensus; query: POTATO CHIPS 200G EVR brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Snacks:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0027
GREEK HONEY AND FIG YOGHURT 100g MILKY MIST,fruits,40,Dairy,85,Beverages,synthetic: brand consensus; query: GREEK HONEY AND FIG YOGHURT 100g MILKY MIST brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0025
SHRIKAND ELAICHI 100g MILKY MIST,<NA>,40,Dairy,85,Beverages,synthetic: brand consensus; query: SHRIKAND ELAICHI 100g MILKY MIST brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0025
AMUL CHEESE SPREAD PLAIN 200g,<NA>,40,Dairy,85,Snacks,synthetic: brand consensus; query: AMUL CHEESE SPREAD PLAIN 200g brand category India,0,,,75,Snacks,low,Snacks,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Snacks:85, Brand/Price→Snacks:75",0.0022
CHEESE SPREAD 200g AMUL,<NA>,40,Dairy,85,Snacks,synthetic: brand consensus; query: CHEESE SPREAD 200g AMUL brand category India,0,,,75,Snacks,low,Snacks,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Snacks:85, Brand/Price→Snacks:75",0.0022
FILTER COFFEE 150ML NEW BOLD ID FRESH,<NA>,40,Beverages,85,Snacks,synthetic: brand consensus; query: FILTER COFFEE 150ML NEW BOLD ID FRESH brand category India,0,,,75,Snacks,low,Snacks,73.21,LOW,AMBIGUOUS,"Keyword→Beverages:40, Web→Snacks:85, Brand/Price→Snacks:75",0.0021
HAZELNUT CHOCOLATE SPREAD 200g,<NA>,40,Confectionery,85,Dairy,synthetic: brand consensus; query: HAZELNUT CHOCOLATE SPREAD 200g brand category India,0,,,75,Dairy,low,Dairy,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Dairy:85, Brand/Price→Dairy:75",0.002
FINGER CHIPS PAPAD 200G EVR,<NA>,40,Snacks,85,Beverages,synthetic: brand consensus; query: FINGER CHIPS PAPAD 200G EVR brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Snacks:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0019
APPLE MILKSHAKES,juices,40,Dairy,85,Beverages,synthetic: brand consensus; query: APPLE MILKSHAKES brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0017
APPLE BARE,fruits,40,Confectionery,85,Snacks,synthetic: brand consensus; query: APPLE BARE brand category India,0,,,75,Snacks,low,Snacks,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Snacks:85, Brand/Price→Snacks:75",0.0016
CRUNCHY BANANA CHIPS 65g FLYBERRY,fruits,40,Snacks,85,Beverages,synthetic: brand consensus; query: CRUNCHY BANANA CHIPS 65g FLYBERRY brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Snacks:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0016
SRI DIVYA DEEPARDHANA OIL 910 ML,<NA>,40,Home Care,85,Breakfast,synthetic: brand consensus; query: SRI DIVYA DEEPARDHANA OIL 910 ML brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Home Care:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0015
PUTNALU KOBBARIKARAM 250g AHA,<NA>,40,Confectionery,85,Snacks,synthetic: brand consensus; query: PUTNALU KOBBARIKARAM 250g AHA brand category India,0,,,75,Snacks,low,Snacks,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Snacks:85, Brand/Price→Snacks:75",0.0014
ARTISANAL CURD 400g EPIGAMIA,<NA>,40,Dairy,85,Beverages,synthetic: brand consensus; query: ARTISANAL CURD 400g EPIGAMIA brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0012
FLYBERRY CRUNCHY BANANA CHIPS 25g,fruits,40,Snacks,85,Beverages,synthetic: brand consensus; query: FLYBERRY CRUNCHY BANANA CHIPS 25g brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Snacks:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0012
AKSHYAKALPA ORGANIC TONED MILK UHT 1Lt. TETRA,<NA>,40,Organic,85,Snacks,synthetic: brand consensus; query: AKSHYAKALPA ORGANIC TONED MILK UHT 1Lt. TETRA brand category India,0,,,75,Snacks,low,Snacks,73.21,LOW,AMBIGUOUS,"Keyword→Organic:40, Web→Snacks:85, Brand/Price→Snacks:75",0.001
CHEESE SPREAD GARLIC200G AMUL,vegetables,40,Dairy,85,Snacks,synthetic: brand consensus; query: CHEESE SPREAD GARLIC200G AMUL brand category India,0,,,75,Snacks,low,Snacks,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Snacks:85, Brand/Price→Snacks:75",0.0009
KOBBARI KARAM 250g AHA,<NA>,40,Confectionery,85,Snacks,synthetic: brand consensus; query: KOBBARI KARAM 250g AHA brand category India,0,,,75,Snacks,low,Snacks,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Snacks:85, Brand/Price→Snacks:75",0.0009
OKRA CHIPS VACUUM FRIED 20g FLYBERRY,vegetables,40,Snacks,85,Beverages,synthetic: brand consensus; query: OKRA CHIPS VACUUM FRIED 20g FLYBERRY brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Snacks:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0008
FLYBERRY CRISPY SWEET CORN 12g,<NA>,40,Confectionery,85,Beverages,synthetic: brand consensus; query: FLYBERRY CRISPY SWEET CORN 12g brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0006
AKSHAYAKALPA TABLE BUTTER SALTED 100g TUB ORGANIC,<NA>,40,Organic,85,Snacks,synthetic: brand consensus; query: AKSHAYAKALPA TABLE BUTTER SALTED 100g TUB ORGANIC brand category India,0,,,75,Snacks,low,Snacks,73.21,LOW,AMBIGUOUS,"Keyword→Organic:40, Web→Snacks:85, Brand/Price→Snacks:75",0.0005
ORANGE JUICE,juices,40,Beverages,85,Snacks,synthetic: brand consensus; query: ORANGE JUICE brand category India,0,,,75,Snacks,low,Snacks,73.21,LOW,AMBIGUOUS,"Keyword→Beverages:40, Web→Snacks:85, Brand/Price→Snacks:75",0.0005
Moosambi Economy,<NA>,40,Organic,85,Beverages,synthetic: brand consensus; query: Moosambi Economy brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Organic:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0004
POPU SEEDS LOOSE,<NA>,40,Snacks,85,Beverages,synthetic: brand consensus; query: POPU SEEDS LOOSE brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Snacks:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0004
SPICED TARO CHIPS 30g FLYBERRY GOURMET,<NA>,40,Snacks,85,Beverages,synthetic: brand consensus; query: SPICED TARO CHIPS 30g FLYBERRY GOURMET brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Snacks:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0004
CDM CRACKLE 36G,<NA>,40,Home Care,85,Beverages,synthetic: brand consensus; query: CDM CRACKLE 36G brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Home Care:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0002
MILK BREAD 350g SPENCERS GOLDEN CRUST NANDA,<NA>,40,Dairy,85,Beverages,synthetic: brand consensus; query: MILK BREAD 350g SPENCERS GOLDEN CRUST NANDA brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0002
Mango Milk Shake,juices,40,Dairy,85,Beverages,synthetic: brand consensus; query: Mango Milk Shake brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0002
QUINOA SEEDS KGS FLYBERRY,<NA>,40,Snacks,85,Dairy,synthetic: brand consensus; query: QUINOA SEEDS KGS FLYBERRY brand category India,0,,,75,Dairy,low,Dairy,73.21,LOW,AMBIGUOUS,"Keyword→Snacks:40, Web→Dairy:85, Brand/Price→Dairy:75",0.0002
COW MILK 500ml GOLDEN HERITAGE,<NA>,40,Dairy,85,Beverages,synthetic: brand consensus; query: COW MILK 500ml GOLDEN HERITAGE brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0001
BRITANNIA MILK BIKIS 71GM,<NA>,40,Dairy,85,Beverages,synthetic: brand consensus; query: BRITANNIA MILK BIKIS 71GM brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0
DR GOOD EGGS CAROTENOID 30 PACK,<NA>,20,Dairy,95,Dairy,synthetic: keyword+brand consensus; query: DR GOOD EGGS CAROTENOID 30 PACK category retail; query: DR GOOD EGGS CAROTENOID 30 PACK grocery shelf location India,0,,,75,Dairy,none,Dairy,72.04,LOW,AMBIGUOUS,"Keyword→Dairy:20, Web→Dairy:95, Brand/Price→Dairy:75",0.1532
NUTRI+ WITH IMMUNITY BOOSTERS - 30 EGGS TRAY ABHI EGGS,<NA>,20,Dairy,95,Dairy,synthetic: keyword+brand consensus; query: NUTRI+ WITH IMMUNITY BOOSTERS - 30 EGGS TRAY ABHI EGGS category retail; query: NUTRI+ WITH IMMUNITY BOOSTERS - 30 EGGS TRAY ABHI EGGS grocery shelf location India,0,,,75,Dairy,none,Dairy,72.04,LOW,AMBIGUOUS,"Keyword→Dairy:20, Web→Dairy:95, Brand/Price→Dairy:75",0.0902
