product_name,current_category,layer_1_score,layer_1_category,layer_2_score,layer_2_category,web_sources,web_agree_count,web_consensus_category,web_consensus_time,layer_3_score,layer_3_category,conflict_level,final_category,final_confidence,confidence_band,mapping_status,reason,revenue_weight,_pnorm
CURD CUP 200G HERITAGE,,40,Dairy,85,Beverages,synthetic: brand consensus; query: CURD CUP 200G HERITAGE brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0257,curd cup 200g heritage
CHEESE SLICES 100g AMUL 5PC PACK,,40,Dairy,85,Beverages,synthetic: brand consensus; query: CHEESE SLICES 100g AMUL 5PC PACK brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0253,cheese slices 100g amul 5pc pack
GREEK YOGURT BLUEBERRY SMOOTHIE 180ml EPIGAMIA,juices,40,Dairy,85,Beverages,synthetic: brand consensus; query: GREEK YOGURT BLUEBERRY SMOOTHIE 180ml EPIGAMIA brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0236,greek yogurt blueberry smoothie 180ml epigamia
FRUIT N NUT 150g DARK CHOCOLATE AMUL,fruits,40,Confectionery,85,Breakfast,synthetic: brand consensus; query: FRUIT N NUT 150g DARK CHOCOLATE AMUL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0235,fruit n nut 150g dark chocolate amul
PASTEURISED BUTTER 100g AMUL,,40,Dairy,85,Beverages,synthetic: brand consensus; query: PASTEURISED BUTTER 100g AMUL brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0234,pasteurised butter 100g amul
POOJA GINGELLY OIL 1LTR,,40,Home Care,85,Breakfast,synthetic: brand consensus; query: POOJA GINGELLY OIL 1LTR brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Home Care:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0234,pooja gingelly oil 1ltr
MILK SHAKE STRAWBERRY 180ML MILKY MIST,juices,40,Dairy,85,Beverages,synthetic: brand consensus; query: MILK SHAKE STRAWBERRY 180ML MILKY MIST brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0228,milk shake strawberry 180ml milky mist
ENG ITEM CHINESE CABBAGE SAMBERRY,vegetables,40,Home Care,85,Breakfast,synthetic: brand consensus; query: ENG ITEM CHINESE CABBAGE SAMBERRY brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Home Care:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.021,eng item chinese cabbage samberry
BUTTER GARLIC N HERBS 100g AMUL,vegetables,40,Dairy,85,Beverages,synthetic: brand consensus; query: BUTTER GARLIC N HERBS 100g AMUL brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0205,butter garlic n herbs 100g amul
GREEK YOGURT STRAWBERRY SMOOTHIE 180ml EPIGAMIA,juices,40,Dairy,85,Beverages,synthetic: brand consensus; query: GREEK YOGURT STRAWBERRY SMOOTHIE 180ml EPIGAMIA brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0205,greek yogurt strawberry smoothie 180ml epigamia
FRUIT YOGHURT BB 100g MILKYMIST,fruits,40,Dairy,85,Beverages,synthetic: brand consensus; query: FRUIT YOGHURT BB 100g MILKYMIST brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.019,fruit yoghurt bb 100g milkymist
NATURAL THICK CURD  POUCH 400 GMS ID FRESH,,40,Home Care,85,Beverages,synthetic: brand consensus; query: NATURAL THICK CURD  POUCH 400 GMS ID FRESH brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Home Care:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0183,natural thick curd  pouch 400 gms id fresh
GREEK YOGURT VANILLA BEAN 90g EPIGAMIA,,40,Dairy,85,Beverages,synthetic: brand consensus; query: GREEK YOGURT VANILLA BEAN 90g EPIGAMIA brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0182,greek yogurt vanilla bean 90g epigamia
FRUIT YOGURT 75g STRAWBERRY EPIGAMIA,fruits,40,Dairy,85,Beverages,synthetic: brand consensus; query: FRUIT YOGURT 75g STRAWBERRY EPIGAMIA brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0178,fruit yogurt 75g strawberry epigamia
CONTINENTAL XTRA INSTANT SOUTH BLEND COFFEE 150g POUCH,,40,Home Care,85,Dairy,synthetic: brand consensus; query: CONTINENTAL XTRA INSTANT SOUTH BLEND COFFEE 150g POUCH brand category India,0,,,75,Dairy,low,Dairy,73.21,LOW,AMBIGUOUS,"Keyword→Home Care:40, Web→Dairy:85, Brand/Price→Dairy:75",0.0168,continental xtra instant south blend coffee 150g pouch
YOGHURT STRAWBERRY MILKYMIST,fruits,40,Dairy,85,Beverages,synthetic: brand consensus; query: YOGHURT STRAWBERRY MILKYMIST brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0167,yoghurt strawberry milkymist
CHEESE BLOCK 200G HERITAGE,,40,Dairy,85,Snacks,synthetic: brand consensus; query: CHEESE BLOCK 200G HERITAGE brand category India,0,,,75,Snacks,low,Snacks,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Snacks:85, Brand/Price→Snacks:75",0.0166,cheese block 200g heritage
SUGAR FREE DARK CHOCOLATE 150g AMUL,,40,Confectionery,85,Breakfast,synthetic: brand consensus; query: SUGAR FREE DARK CHOCOLATE 150g AMUL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0158,sugar free dark chocolate 150g amul
YOGHURT  MANGO MILKYMIST,fruits,40,Dairy,85,Beverages,synthetic: brand consensus; query: YOGHURT  MANGO MILKYMIST brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0157,yoghurt  mango milkymist
POOJA OIL 500ML,,40,Home Care,85,Snacks,synthetic: brand consensus; query: POOJA OIL 500ML brand category India,0,,,75,Snacks,low,Snacks,73.21,LOW,AMBIGUOUS,"Keyword→Home Care:40, Web→Snacks:85, Brand/Price→Snacks:75",0.0153,pooja oil 500ml
ARTISANAL ORGANIC SET CURD 400g AKSHAYAKALPA,,40,Dairy,85,Beverages,synthetic: brand consensus; query: ARTISANAL ORGANIC SET CURD 400g AKSHAYAKALPA brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0148,artisanal organic set curd 400g akshayakalpa
DARK CHOCOLATE 150g BEST WISHES AMUL,,40,Confectionery,85,Breakfast,synthetic: brand consensus; query: DARK CHOCOLATE 150g BEST WISHES AMUL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0147,dark chocolate 150g best wishes amul
BUTTER SCHOOL PACK 100g AMUL,,40,Dairy,85,Beverages,synthetic: brand consensus; query: BUTTER SCHOOL PACK 100g AMUL brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0146,butter school pack 100g amul
COOKING BUTTER 200G HERITAGE,,40,Dairy,85,Snacks,synthetic: brand consensus; query: COOKING BUTTER 200G HERITAGE brand category India,0,,,75,Snacks,low,Snacks,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Snacks:85, Brand/Price→Snacks:75",0.0143,cooking butter 200g heritage
FRUIT YOGURT 75g ALPHONSO MANGO EPIGAMIA,fruits,40,Dairy,85,Beverages,synthetic: brand consensus; query: FRUIT YOGURT 75g ALPHONSO MANGO EPIGAMIA brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0142,fruit yogurt 75g alphonso mango epigamia
HULLED WHITE SESAME OIL 1Lt. MESMARA,,40,Home Care,85,Personal Care,synthetic: brand consensus; query: HULLED WHITE SESAME OIL 1Lt. MESMARA brand category India,0,,,75,Personal Care,low,Personal Care,73.21,LOW,AMBIGUOUS,"Keyword→Home Care:40, Web→Personal Care:85, Brand/Price→Personal Care:75",0.0138,hulled white sesame oil 1lt. mesmara
MILK SHAKE VANILA 180ml EPIGAMIA,juices,40,Dairy,85,Beverages,synthetic: brand consensus; query: MILK SHAKE VANILA 180ml EPIGAMIA brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0129,milk shake vanila 180ml epigamia
SAFFLOWER OIL 1Lt. COLD PRESSED MESMARA,,40,Home Care,85,Personal Care,synthetic: brand consensus; query: SAFFLOWER OIL 1Lt. COLD PRESSED MESMARA brand category India,0,,,75,Personal Care,low,Personal Care,73.21,LOW,AMBIGUOUS,"Keyword→Home Care:40, Web→Personal Care:85, Brand/Price→Personal Care:75",0.0128,safflower oil 1lt. cold pressed mesmara
XTRA 50gm POUCH  CONTINENTAL,,40,Home Care,85,Breakfast,synthetic: brand consensus; query: XTRA 50gm POUCH  CONTINENTAL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Home Care:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0121,xtra 50gm pouch  continental
AMUL DARK CHOCOLATE 125G,,40,Confectionery,85,Breakfast,synthetic: brand consensus; query: AMUL DARK CHOCOLATE 125G brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.012,amul dark chocolate 125g
YOGHURT PEACH 100GM MILKYMIST,fruits,40,Dairy,85,Beverages,synthetic: brand consensus; query: YOGHURT PEACH 100GM MILKYMIST brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0119,yoghurt peach 100gm milkymist
CHOCOLATE 150G HBD PACK AMUL,,40,Confectionery,85,Breakfast,synthetic: brand consensus; query: CHOCOLATE 150G HBD PACK AMUL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0118,chocolate 150g hbd pack amul
VELLANKI KAKARAKAYA CHIPS 150G,,40,Snacks,85,Beverages,synthetic: brand consensus; query: VELLANKI KAKARAKAYA CHIPS 150G brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Snacks:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0113,vellanki kakarakaya chips 150g
AMUL FRUIT N NUT CHOCOLATE ILU 150g,fruits,40,Confectionery,85,Breakfast,synthetic: brand consensus; query: AMUL FRUIT N NUT CHOCOLATE ILU 150g brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.011,amul fruit n nut chocolate ilu 150g
GREEK YOGHURT 100g MILKY MIST,,40,Dairy,85,Beverages,synthetic: brand consensus; query: GREEK YOGHURT 100g MILKY MIST brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0109,greek yoghurt 100g milky mist
YOGURT MANGO 90g AKSHAYA KALPA,fruits,40,Dairy,85,Beverages,synthetic: brand consensus; query: YOGURT MANGO 90g AKSHAYA KALPA brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0102,yogurt mango 90g akshaya kalpa
BITTER CHOCOLATE 150g AMUL,vegetables,40,Confectionery,85,Breakfast,synthetic: brand consensus; query: BITTER CHOCOLATE 150g AMUL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0094,bitter chocolate 150g amul
FLAX SEED OIL 1L MESMARA,,40,Home Care,85,Personal Care,synthetic: brand consensus; query: FLAX SEED OIL 1L MESMARA brand category India,0,,,75,Personal Care,low,Personal Care,73.21,LOW,AMBIGUOUS,"Keyword→Home Care:40, Web→Personal Care:85, Brand/Price→Personal Care:75",0.0094,flax seed oil 1l mesmara
GREEK YOGURT MIXED BERRY ZERO ADDED SUGAR 120g EPIGAMIA,fruits,40,Dairy,85,Beverages,synthetic: brand consensus; query: GREEK YOGURT MIXED BERRY ZERO ADDED SUGAR 120g EPIGAMIA brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0092,greek yogurt mixed berry zero added sugar 120g epigamia
MILK SHAKE VANILLA 180ML MILKY MIST,juices,40,Dairy,85,Beverages,synthetic: brand consensus; query: MILK SHAKE VANILLA 180ML MILKY MIST brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0091,milk shake vanilla 180ml milky mist
CHIKKUDU SEED PACK,,40,Snacks,85,Breakfast,synthetic: brand consensus; query: CHIKKUDU SEED PACK brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Snacks:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.009,chikkudu seed pack
SKYR YOGHURT 100g MILKYMIST,,40,Dairy,85,Beverages,synthetic: brand consensus; query: SKYR YOGHURT 100g MILKYMIST brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.009,skyr yoghurt 100g milkymist
XTRA 200g JAR CONTINENTAL,,40,Home Care,85,Personal Care,synthetic: brand consensus; query: XTRA 200g JAR CONTINENTAL brand category India,0,,,75,Personal Care,low,Personal Care,73.21,LOW,AMBIGUOUS,"Keyword→Home Care:40, Web→Personal Care:85, Brand/Price→Personal Care:75",0.0087,xtra 200g jar continental
COFFEE XTRA 100g JAR INSTANT SOUTH BLEND CONTINENTAL,,40,Home Care,85,Breakfast,synthetic: brand consensus; query: COFFEE XTRA 100g JAR INSTANT SOUTH BLEND CONTINENTAL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Home Care:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0086,coffee xtra 100g jar instant south blend continental
GREEK YOGURT STRAWBERRY ZERO ADD SUGAR 120g EPIGAMIA,fruits,40,Dairy,85,Beverages,synthetic: brand consensus; query: GREEK YOGURT STRAWBERRY ZERO ADD SUGAR 120g EPIGAMIA brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0085,greek yogurt strawberry zero add sugar 120g epigamia
ORGANIC- CHEESE SLICES AKSHAYAKALPA,,40,Dairy,85,Snacks,synthetic: brand consensus; query: ORGANIC- CHEESE SLICES AKSHAYAKALPA brand category India,0,,,75,Snacks,low,Snacks,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Snacks:85, Brand/Price→Snacks:75",0.0085,organic- cheese slices akshayakalpa
BELGIAN CHOCOLATE 125g AMUL,,40,Confectionery,85,Breakfast,synthetic: brand consensus; query: BELGIAN CHOCOLATE 125g AMUL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0084,belgian chocolate 125g amul
TABLE BUTTER 500G HERITAGE,,40,Dairy,85,Breakfast,synthetic: brand consensus; query: TABLE BUTTER 500G HERITAGE brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0083,table butter 500g heritage
ALMONDO 200g CHOCOLATE AMUL,,40,Snacks,85,Breakfast,synthetic: brand consensus; query: ALMONDO 200g CHOCOLATE AMUL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Snacks:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0082,almondo 200g chocolate amul
CHEESE SLICES 100g HERITAGE,,40,Dairy,85,Beverages,synthetic: brand consensus; query: CHEESE SLICES 100g HERITAGE brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0082,cheese slices 100g heritage
CHEESE EASY OPEN CHIPLET CUBES 60X8X25g AMUL,,40,Dairy,85,Snacks,synthetic: brand consensus; query: CHEESE EASY OPEN CHIPLET CUBES 60X8X25g AMUL brand category India,0,,,75,Snacks,low,Snacks,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Snacks:85, Brand/Price→Snacks:75",0.008,cheese easy open chiplet cubes 60x8x25g amul
BITTER CHOCOLATE 150g 90% BITTER AMUL,vegetables,40,Confectionery,85,Breakfast,synthetic: brand consensus; query: BITTER CHOCOLATE 150g 90% BITTER AMUL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0079,bitter chocolate 150g 90% bitter amul
DARK CHOCOLATE 150g AMUL,,40,Confectionery,85,Breakfast,synthetic: brand consensus; query: DARK CHOCOLATE 150g AMUL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0079,dark chocolate 150g amul
APPLE JUICE,juices,40,Beverages,85,Breakfast,synthetic: brand consensus; query: APPLE JUICE brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Beverages:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0078,apple juice
CHEESE SLICES 200g HERITAGE,,40,Dairy,85,Breakfast,synthetic: brand consensus; query: CHEESE SLICES 200g HERITAGE brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0076,cheese slices 200g heritage
MALGUDI FILTER COFFEE 500g 60 DEGREE CONTINENTAL,,40,Beverages,85,Dairy,synthetic: brand consensus; query: MALGUDI FILTER COFFEE 500g 60 DEGREE CONTINENTAL brand category India,0,,,75,Dairy,low,Dairy,73.21,LOW,AMBIGUOUS,"Keyword→Beverages:40, Web→Dairy:85, Brand/Price→Dairy:75",0.0071,malgudi filter coffee 500g 60 degree continental
FLYBERRY SPICE OKRA CHIPS 25g,vegetables,40,Snacks,85,Beverages,synthetic: brand consensus; query: FLYBERRY SPICE OKRA CHIPS 25g brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Snacks:40, Web→Beverages:85, Brand/Price→Beverages:75",0.007,flyberry spice okra chips 25g
BARNYARD MILLET UDALU 500G,,40,Confectionery,85,Beverages,synthetic: brand consensus; query: BARNYARD MILLET UDALU 500G brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0067,barnyard millet udalu 500g
JIVIKA COLD PRESSED SAFFLOWER OIL 1LTR,,40,Home Care,85,Personal Care,synthetic: brand consensus; query: JIVIKA COLD PRESSED SAFFLOWER OIL 1LTR brand category India,0,,,75,Personal Care,low,Personal Care,73.21,LOW,AMBIGUOUS,"Keyword→Home Care:40, Web→Personal Care:85, Brand/Price→Personal Care:75",0.0064,jivika cold pressed safflower oil 1ltr
MALGUDI COFFEE 500g 80 DEGREE CONTINENTAL,,40,Beverages,85,Dairy,synthetic: brand consensus; query: MALGUDI COFFEE 500g 80 DEGREE CONTINENTAL brand category India,0,,,75,Dairy,low,Dairy,73.21,LOW,AMBIGUOUS,"Keyword→Beverages:40, Web→Dairy:85, Brand/Price→Dairy:75",0.0063,malgudi coffee 500g 80 degree continental
GREEK CEREALS YOGHURT 100g MILKY MIST,,40,Dairy,85,Beverages,synthetic: brand consensus; query: GREEK CEREALS YOGHURT 100g MILKY MIST brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.006,greek cereals yoghurt 100g milky mist
CASHEW 320 COUNT 250 GM,,40,Snacks,85,Breakfast,synthetic: brand consensus; query: CASHEW 320 COUNT 250 GM brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Snacks:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0059,cashew 320 count 250 gm
GULAB JAM MIX 200g MILKY MIST,,40,Dairy,85,Snacks,synthetic: brand consensus; query: GULAB JAM MIX 200g MILKY MIST brand category India,0,,,75,Snacks,low,Snacks,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Snacks:85, Brand/Price→Snacks:75",0.0058,gulab jam mix 200g milky mist
NANDA CRM BUN CHOCOLATE 60g,,40,Confectionery,85,Beverages,synthetic: brand consensus; query: NANDA CRM BUN CHOCOLATE 60g brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0058,nanda crm bun chocolate 60g
COLD PRESSED WHITE SESAME OIL 500ML MESMARA,,40,Home Care,85,Dairy,synthetic: brand consensus; query: COLD PRESSED WHITE SESAME OIL 500ML MESMARA brand category India,0,,,75,Dairy,low,Dairy,73.21,LOW,AMBIGUOUS,"Keyword→Home Care:40, Web→Dairy:85, Brand/Price→Dairy:75",0.0055,cold pressed white sesame oil 500ml mesmara
SAMBAR PODI 100g VELLANKI FOODS,,40,Confectionery,85,Beverages,synthetic: brand consensus; query: SAMBAR PODI 100g VELLANKI FOODS brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0055,sambar podi 100g vellanki foods
SWEET ALMOND OIL100ML MESMARA,,40,Home Care,85,Dairy,synthetic: brand consensus; query: SWEET ALMOND OIL100ML MESMARA brand category India,0,,,75,Dairy,low,Dairy,73.21,LOW,AMBIGUOUS,"Keyword→Home Care:40, Web→Dairy:85, Brand/Price→Dairy:75",0.0053,sweet almond oil100ml mesmara
CONTINENTAL XTRA 50g JAR PLUS 25g JAR FREE SOUTH BLEND,,40,Home Care,85,Breakfast,synthetic: brand consensus; query: CONTINENTAL XTRA 50g JAR PLUS 25g JAR FREE SOUTH BLEND brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Home Care:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0047,continental xtra 50g jar plus 25g jar free south blend
CRUNCHY BANANA CHIPS 250g FLYBERRY,fruits,40,Snacks,85,Breakfast,synthetic: brand consensus; query: CRUNCHY BANANA CHIPS 250g FLYBERRY brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Snacks:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0047,crunchy banana chips 250g flyberry
MILK SHAKE STRAWBERRY 180ML HERITAGE,juices,40,Dairy,85,Beverages,synthetic: brand consensus; query: MILK SHAKE STRAWBERRY 180ML HERITAGE brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0047,milk shake strawberry 180ml heritage
PREMIUM FREEZE DIRED COFFEE 50gm JAR CONTINENTAL,,40,Home Care,85,Breakfast,synthetic: brand consensus; query: PREMIUM FREEZE DIRED COFFEE 50gm JAR CONTINENTAL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Home Care:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0047,premium freeze dired coffee 50gm jar continental
AMUL PROCESSED CHEESE BLOCK200g,,40,Dairy,85,Snacks,synthetic: brand consensus; query: AMUL PROCESSED CHEESE BLOCK200g brand category India,0,,,75,Snacks,low,Snacks,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Snacks:85, Brand/Price→Snacks:75",0.0046,amul processed cheese block200g
CHEESE CUBES 120g HERITAGE,,40,Dairy,85,Beverages,synthetic: brand consensus; query: CHEESE CUBES 120g HERITAGE brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0046,cheese cubes 120g heritage
AMLA CANDY KG FLYBERRY,,40,Confectionery,85,Personal Care,synthetic: brand consensus; query: AMLA CANDY KG FLYBERRY brand category India,0,,,75,Personal Care,low,Personal Care,73.21,LOW,AMBIGUOUS,"Keyword→Confectionery:40, Web→Personal Care:85, Brand/Price→Personal Care:75",0.0044,amla candy kg flyberry
MALGUDI COFFEE 200g 60 DEGREES CONTINENTAL,,40,Beverages,85,Breakfast,synthetic: brand consensus; query: MALGUDI COFFEE 200g 60 DEGREES CONTINENTAL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Beverages:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0044,malgudi coffee 200g 60 degrees continental
NATURAL THICK CURD CUP 400g ID FRESH,,40,Dairy,85,Beverages,synthetic: brand consensus; query: NATURAL THICK CURD CUP 400g ID FRESH brand category India,0,,,75,Beverages,low,Beverages,73.21,LOW,AMBIGUOUS,"Keyword→Dairy:40, Web→Beverages:85, Brand/Price→Beverages:75",0.0043,natural thick curd cup 400g id fresh
MALGUDI COFFEE 200g 80 DEGREES CONTINENTAL,,40,Beverages,85,Breakfast,synthetic: brand consensus; query: MALGUDI COFFEE 200g 80 DEGREES CONTINENTAL brand category India,0,,,75,Breakfast,low,Breakfast,73.21,LOW,AMBIGUOUS,"Keyword→Beverages:40, Web→Breakfast:85, Brand/Price→Breakfast:75",0.0039,malgudi coffee 200g 80 degrees continental
